pair,raw_points,kept_points,mean_reproj_err_px,median_angle_deg
frame_001-frame_006,864,74,1.3658283684864796,1.3610627996623088
frame_006-frame_011,232,164,0.5479070647145478,6.458270228611654
frame_011-frame_016,105,83,0.603234047659911,7.675226812346134
frame_016-frame_021,187,139,1.0172334337277924,4.5334427418388685
frame_021-frame_026,101,90,0.3851163905979689,6.609473630938137
frame_026-frame_031,123,115,0.36782958048451464,7.916989708111719
frame_031-frame_036,111,54,0.44399081207389635,2.1285326743454056
frame_036-frame_041,147,52,0.6815580307272143,0.8791019749406264
frame_041-frame_046,119,105,0.3940182184529705,5.261237003489845
frame_046-frame_051,131,121,0.37203780420862076,5.5765409292513
frame_051-frame_056,146,139,0.484589535099066,4.472110705825218
frame_056-frame_061,161,101,1.0573501642182142,2.876988443309211
frame_061-frame_066,151,147,0.46636520939166526,4.660416793976285
frame_066-frame_071,168,134,0.8453512689865541,8.8480106374253
frame_071-frame_076,157,140,0.5767500124228522,5.8586514637023495
frame_076-frame_081,146,125,0.49701276435687697,3.635923279731805
frame_081-frame_086,241,53,1.3773960763234696,1.8273915307036765
frame_086-frame_091,642,450,0.8782369205861071,4.1703606105895545
frame_091-frame_096,419,260,1.0681214546107107,4.906053896458475
frame_096-frame_101,185,16,0.765214648104839,1.6189058622240966
frame_101-frame_106,215,146,0.5890157459000596,3.7353688151220314
frame_106-frame_111,130,125,1.152157014820225,9.388281104292354
frame_111-frame_116,209,141,0.6528443949761555,2.8610912140537765
frame_116-frame_121,91,87,0.5755185882487253,13.25173779636018
frame_121-frame_126,234,228,0.49472150109066254,5.895481497925715
