# 3D point list
# POINT3D_ID, X, Y, Z, R, G, B, ERROR
136 -46.473516413 -32.171400132 153.797574673 255 255 255 1.0
137 -36.379969658 -55.648052826 178.123318784 255 255 255 1.0
138 -5.240368482 -36.885043960 170.941029305 255 255 255 1.0
139 -5.825264582 19.558148335 89.348416084 255 255 255 1.0
140 -6.978363822 11.890912215 35.707162742 255 255 255 1.0
141 11.763397814 18.745827653 90.421236546 255 255 255 1.0
142 -17.768384826 23.303424492 104.688519473 255 255 255 1.0
143 10.191910179 0.554752137 135.186415048 255 255 255 1.0
144 0.781192952 8.221001836 130.797062708 255 255 255 1.0
145 32.234839738 15.258398454 140.643429950 255 255 255 1.0
146 13.417174651 9.839479358 128.042797335 255 255 255 1.0
147 -9.461355159 -7.137145365 146.369352048 255 255 255 1.0
148 15.835151273 8.265234552 127.667935915 255 255 255 1.0
149 -5.043779474 21.402888724 85.527954960 255 255 255 1.0
150 -24.707094716 -48.038812218 166.335763943 255 255 255 1.0
151 -4.435707814 -37.563583562 165.266102859 255 255 255 1.0
152 29.053133387 18.345773627 91.614723593 255 255 255 1.0
153 -41.275621577 -23.130928670 145.379453235 255 255 255 1.0
154 -35.441688292 -56.489870889 177.811356254 255 255 255 1.0
155 3.153341673 -7.973340923 54.855034146 255 255 255 1.0
156 -9.832138755 -6.831852529 74.796872305 255 255 255 1.0
157 -1.490641070 -4.202339372 51.936642293 255 255 255 1.0
158 -0.374645129 0.868965643 135.668180416 255 255 255 1.0
159 -11.330788416 20.617601422 105.474324500 255 255 255 1.0
160 -4.351203692 20.559085555 84.547924963 255 255 255 1.0
161 21.875299623 19.006386669 95.610070613 255 255 255 1.0
162 2.690087307 -6.419389261 84.676930039 255 255 255 1.0
163 5.444196199 -4.201369092 147.584746572 255 255 255 1.0
164 19.278064944 4.333397757 123.450902050 255 255 255 1.0
165 -17.527122187 -13.243480385 144.832614641 255 255 255 1.0
166 3.432228561 -13.101106959 147.236118449 255 255 255 1.0
167 14.680657023 -42.552666556 173.921311093 255 255 255 1.0
168 -42.592261537 -29.760807216 149.935016299 255 255 255 1.0
169 13.500444331 12.278273609 57.808213749 255 255 255 1.0
170 -19.028509866 23.922183469 105.313931892 255 255 255 1.0
171 -9.952451702 9.530679960 121.928016336 255 255 255 1.0
172 25.128215619 -11.728514363 153.643203589 255 255 255 1.0
173 31.137391287 -10.363182714 157.165143287 255 255 255 1.0
174 33.891896204 -12.842804525 157.037754371 255 255 255 1.0
175 -37.831932948 -35.645987604 161.151472189 255 255 255 1.0
176 40.049394241 17.051726514 152.502156875 255 255 255 1.0
177 16.366591105 18.958832211 82.684239502 255 255 255 1.0
178 -4.352329368 12.793099554 133.345311557 255 255 255 1.0
179 -12.770382165 21.002035281 84.000948257 255 255 255 1.0
180 2.255904295 0.248476091 68.789321637 255 255 255 1.0
181 43.797165597 12.111259111 163.292321549 255 255 255 1.0
182 20.757817884 2.037751732 129.020335122 255 255 255 1.0
183 14.129959507 -43.092300653 172.394020915 255 255 255 1.0
184 -46.536918021 -32.683678183 148.042487866 255 255 255 1.0
185 23.592149954 18.500957496 91.673346579 255 255 255 1.0
186 -15.225893716 8.392486845 89.699865256 255 255 255 1.0
187 3.397542601 -39.518881583 167.572053879 255 255 255 1.0
188 -0.531143725 0.150447835 136.209791317 255 255 255 1.0
189 31.094639087 0.831018194 150.246953187 255 255 255 1.0
190 16.875699687 -30.224571185 168.805673400 255 255 255 1.0
191 -12.912839313 -11.853999379 146.416304082 255 255 255 1.0
192 -6.025389627 18.372078194 98.061487686 255 255 255 1.0
193 10.211424066 -44.052568295 170.992883030 255 255 255 1.0
194 -18.176939528 -45.621069822 169.787222605 255 255 255 1.0
195 30.344801124 15.029099304 136.446599412 255 255 255 1.0
196 -3.915542766 -25.482126458 155.398848011 255 255 255 1.0
197 33.596511259 -24.595020309 157.502988893 255 255 255 1.0
198 1.063823360 -27.427309393 153.672785703 255 255 255 1.0
199 38.009727602 -27.179747312 166.492589629 255 255 255 1.0
200 8.682486579 -7.309137550 152.536285681 255 255 255 1.0
201 -11.977812899 -33.741885595 161.861077837 255 255 255 1.0
202 31.254469582 8.133322443 115.014671185 255 255 255 1.0
203 14.388077122 12.876746917 62.139253930 255 255 255 1.0
204 15.334543927 18.674625718 135.239370522 255 255 255 1.0
205 20.376663729 14.608476494 74.647654816 255 255 255 1.0
206 46.700316775 -14.820806719 193.911063426 255 255 255 1.0
207 -13.300049205 -34.834629058 166.088312893 255 255 255 1.0
208 10.716223135 -10.504905650 146.857537962 255 255 255 1.0
209 -5.536631765 -45.755094212 167.579397744 255 255 255 1.0
210 -3.924422199 18.980256416 99.126527202 255 255 255 1.0
211 -10.758695952 -29.718645619 153.071355644 255 255 255 1.0
212 16.744104696 -24.402530685 157.216802739 255 255 255 1.0
213 51.790290993 17.016782131 170.178214224 255 255 255 1.0
214 13.859951237 18.747848115 125.846875841 255 255 255 1.0
215 42.815538514 0.734352451 178.443388043 255 255 255 1.0
216 -7.135882022 15.495614892 112.769925324 255 255 255 1.0
217 16.675651552 19.344395446 134.333270945 255 255 255 1.0
218 -33.223395021 13.935561094 132.873237009 255 255 255 1.0
219 6.006485997 -12.073330313 146.821285879 255 255 255 1.0
220 23.264516387 -8.888644199 152.375983365 255 255 255 1.0
221 -33.607156666 -51.464081153 169.849039475 255 255 255 1.0
222 -4.852095125 -46.272621081 167.056734050 255 255 255 1.0
223 -2.645114795 8.569956511 121.827706336 255 255 255 1.0
224 24.989063908 10.233874308 109.283982092 255 255 255 1.0
225 11.122228983 -10.234642386 148.262180987 255 255 255 1.0
226 -6.859048581 -13.158584932 147.522793190 255 255 255 1.0
227 -5.839593474 -10.812033368 155.691775438 255 255 255 1.0
228 27.282517804 10.742375621 143.147033560 255 255 255 1.0
229 -22.171477252 18.319084703 89.940890666 255 255 255 1.0
230 4.661709494 -44.869094563 170.437612761 255 255 255 1.0
231 -37.449475325 -41.558521283 169.929446135 255 255 255 1.0
232 -2.836958115 -12.733100627 56.695417358 255 255 255 1.0
233 25.483940498 9.017714175 108.417000946 255 255 255 1.0
234 -18.804800678 -46.639563182 163.853989196 255 255 255 1.0
235 -5.380853240 18.545251213 131.934030426 255 255 255 1.0
236 -22.107454213 18.622318090 104.666782251 255 255 255 1.0
237 -38.797739344 -45.371423049 165.236270752 255 255 255 1.0
238 47.729271368 14.713485797 162.106899699 255 255 255 1.0
239 4.236881880 19.756645702 83.419479109 255 255 255 1.0
240 5.691367376 -57.079468201 199.763452230 255 255 255 1.0
241 -27.366635775 22.275333831 83.135367490 255 255 255 1.0
242 -8.618535336 -9.365816916 54.743000531 255 255 255 1.0
243 -26.396596117 20.833017630 93.291972538 255 255 255 1.0
244 25.364718780 13.720809883 136.377184185 255 255 255 1.0
245 26.575312416 -33.351586527 190.981170302 255 255 255 1.0
246 23.796118437 18.388762879 90.096350237 255 255 255 1.0
247 -17.184588516 15.338971667 130.344590565 255 255 255 1.0
248 22.097215227 18.184306133 101.633937301 255 255 255 1.0
249 2.977637133 3.068075320 129.464207716 255 255 255 1.0
250 33.684188282 -13.915853977 155.458837265 255 255 255 1.0
251 1.333583772 -13.558710280 62.910131716 255 255 255 1.0
252 -15.306570167 -13.792330419 143.724900011 255 255 255 1.0
253 16.154497449 14.416770244 89.091053331 255 255 255 1.0
254 30.719544159 -3.056801118 151.028742911 255 255 255 1.0
255 -21.150576412 20.223750540 104.462727448 255 255 255 1.0
256 -14.922659038 -45.191344139 168.675495987 255 255 255 1.0
257 20.043517928 -19.959409065 153.636795852 255 255 255 1.0
258 10.906982227 -23.908581959 159.487597253 255 255 255 1.0
259 13.131230767 -36.160798817 168.931162293 255 255 255 1.0
260 -18.455568513 -30.652048951 152.875197438 255 255 255 1.0
261 -3.919003566 20.686601229 82.137575975 255 255 255 1.0
262 -5.750032797 -43.871144277 170.493481689 255 255 255 1.0
263 29.404257865 -25.084841291 161.032133441 255 255 255 1.0
264 -22.412876482 -35.214682551 167.841549780 255 255 255 1.0
265 17.372556153 -26.548606120 117.420570645 255 255 255 1.0
266 -39.822374172 -27.925160516 149.827527961 255 255 255 1.0
267 -12.654353102 -33.414610606 164.642407697 255 255 255 1.0
268 -7.900111708 18.980364022 100.305014517 255 255 255 1.0
269 -9.366320093 19.712257018 90.823098010 255 255 255 1.0
270 -12.511972329 -13.429014791 145.710123214 255 255 255 1.0
271 -29.603430547 21.046032405 94.131193762 255 255 255 1.0
272 1.969505983 -26.181261278 157.745402125 255 255 255 1.0
273 -37.417885027 -49.124925352 161.568440350 255 255 255 1.0
274 18.944914717 13.841443608 128.328619622 255 255 255 1.0
275 16.141276866 19.473297340 83.823881890 255 255 255 1.0
276 18.329136619 14.412966019 82.098359228 255 255 255 1.0
277 -38.489625782 -60.095292346 186.076134559 255 255 255 1.0
278 23.227095139 15.286491968 75.805412812 255 255 255 1.0
279 -2.886714047 20.284456769 87.903791088 255 255 255 1.0
280 4.145689825 19.665488943 84.971679761 255 255 255 1.0
281 22.366609524 2.959046385 110.981552196 255 255 255 1.0
282 39.157476816 -25.082644626 162.963787775 255 255 255 1.0
283 -13.044552044 -12.512893524 143.623868666 255 255 255 1.0
284 -9.041215204 -1.126792989 123.479686545 255 255 255 1.0
285 17.471670932 -44.124686852 175.374306741 255 255 255 1.0
286 23.593302609 -6.996014971 108.771831966 255 255 255 1.0
287 -7.170226093 16.426585998 113.208642082 255 255 255 1.0
288 15.992414358 15.601318798 137.650860963 255 255 255 1.0
289 -2.426557029 -6.720373548 82.040524814 255 255 255 1.0
290 -23.007019591 20.661377057 91.387747113 255 255 255 1.0
291 -10.787501180 -14.158023627 150.739329460 255 255 255 1.0
292 -0.499581199 0.675819754 127.189311078 255 255 255 1.0
293 -16.185930718 -35.963437978 167.610626938 255 255 255 1.0
294 7.782416276 -24.752273596 159.004165096 255 255 255 1.0
295 21.525468783 5.708672674 112.574099961 255 255 255 1.0
296 28.051990072 -42.353096071 169.835556240 255 255 255 1.0
297 17.026803832 -1.193633372 142.089364522 255 255 255 1.0
298 -7.453375919 18.189356959 98.950626181 255 255 255 1.0
299 17.155380582 18.165763181 136.467526826 255 255 255 1.0
300 1.205966222 -26.822272383 152.875690371 255 255 255 1.0
301 20.632468203 0.912916709 110.427851684 255 255 255 1.0
302 -26.177440408 -31.216840479 151.073603448 255 255 255 1.0
303 -9.875453685 18.211438420 111.780798022 255 255 255 1.0
304 -8.692998354 -25.787694305 152.770788815 255 255 255 1.0
305 37.374024965 -10.919297206 157.182954163 255 255 255 1.0
306 -31.204359633 20.805915375 131.191117448 255 255 255 1.0
307 30.474578070 17.691987459 107.301966699 255 255 255 1.0
308 13.079834734 -24.657466579 156.237974564 255 255 255 1.0
309 16.453903787 13.446297236 140.006907374 255 255 255 1.0
310 -27.888616660 -21.883586021 146.393643827 255 255 255 1.0
311 27.207196183 18.492172298 93.501881658 255 255 255 1.0
312 16.307119173 14.212471596 141.473125107 255 255 255 1.0
313 -13.098967469 21.078161927 104.523143710 255 255 255 1.0
314 5.373624770 -8.001605358 144.653879744 255 255 255 1.0
315 -9.779188862 -8.896836543 47.764715302 255 255 255 1.0
316 26.380176100 2.083595287 113.648172323 255 255 255 1.0
317 -16.418826375 -15.566702023 149.485350116 255 255 255 1.0
318 11.684874186 8.662542284 127.738225073 255 255 255 1.0
319 14.935800569 -50.227763452 185.852777015 255 255 255 1.0
320 0.496641592 0.891476952 131.229683266 255 255 255 1.0
321 -3.893983408 -11.045500426 145.731560269 255 255 255 1.0
322 18.951998233 -43.270072088 173.267548258 255 255 255 1.0
323 -6.736995904 -13.024111267 148.137831546 255 255 255 1.0
324 -10.506073187 19.950061188 105.190313170 255 255 255 1.0
325 -2.590728429 -12.605867155 141.963219421 255 255 255 1.0
326 8.215818858 -41.292858629 177.152704670 255 255 255 1.0
327 23.531948247 15.914499438 97.905344164 255 255 255 1.0
328 23.484099140 14.663183318 88.902867368 255 255 255 1.0
329 -41.097293423 -45.220291063 166.580127383 255 255 255 1.0
330 -15.973120623 -13.614604980 144.563039679 255 255 255 1.0
331 -2.358107640 -12.412498034 148.721750661 255 255 255 1.0
332 24.976276579 -10.889781995 152.584327624 255 255 255 1.0
333 23.896280259 16.800206605 98.950305930 255 255 255 1.0
334 27.276787657 -3.486839112 148.262220016 255 255 255 1.0
335 34.986491684 -9.312817328 153.750394740 255 255 255 1.0
336 -20.304312428 -29.941037600 150.058674210 255 255 255 1.0
337 -6.442467832 17.415591808 133.717412371 255 255 255 1.0
338 -2.129106838 -11.508719275 146.357697596 255 255 255 1.0
339 5.126600210 -39.787324146 169.951378515 255 255 255 1.0
340 -14.063064251 -14.041103013 146.340691708 255 255 255 1.0
341 -39.052107396 -49.759489071 164.207418259 255 255 255 1.0
342 14.264111846 5.519699517 65.033104406 255 255 255 1.0
343 22.931614452 18.723582743 95.564434358 255 255 255 1.0
344 -12.266715696 15.967368948 131.698691519 255 255 255 1.0
345 -14.360600952 17.115387022 60.537623901 255 255 255 1.0
346 -7.253515521 19.103790624 99.170198019 255 255 255 1.0
347 27.841648742 14.370778691 140.058709920 255 255 255 1.0
348 7.794584181 9.511840382 139.643008848 255 255 255 1.0
349 13.958189763 -1.481385497 137.590126149 255 255 255 1.0
350 -8.854567520 -7.923734629 148.852136957 255 255 255 1.0
351 6.321157536 -13.816737189 150.068578927 255 255 255 1.0
352 30.584506061 15.113053869 140.422846523 255 255 255 1.0
353 -5.668930695 0.517951083 131.794680826 255 255 255 1.0
354 17.133416478 17.866141494 100.317583276 255 255 255 1.0
355 3.973752035 19.610190145 90.073647194 255 255 255 1.0
356 -15.386043330 -14.182618971 146.408001756 255 255 255 1.0
357 24.097482694 -14.197352709 113.540154102 255 255 255 1.0
358 13.595680399 -7.923962269 103.952311115 255 255 255 1.0
359 6.314883945 -43.176980071 175.004345091 255 255 255 1.0
360 -33.007296324 -37.380301833 163.855151525 255 255 255 1.0
361 31.171028344 5.834602075 146.420973402 255 255 255 1.0
362 17.510478490 -13.382144591 153.314675002 255 255 255 1.0
363 15.041390372 1.182589131 134.941441265 255 255 255 1.0
364 3.269871939 -2.679094570 61.721570797 255 255 255 1.0
365 -15.753568158 22.402496371 102.910724888 255 255 255 1.0
366 23.504328394 18.600430099 93.168950970 255 255 255 1.0
367 -20.217531015 -47.718479802 163.526108092 255 255 255 1.0
368 -4.830456772 -26.112094975 149.907870070 255 255 255 1.0
369 25.595078099 8.135151539 110.876071834 255 255 255 1.0
370 -12.759331218 20.647753837 85.731077402 255 255 255 1.0
371 49.151187790 -1.159676470 168.026453126 255 255 255 1.0
372 -0.366665336 3.384349693 118.694453909 255 255 255 1.0
373 31.945177295 13.450742012 142.654826041 255 255 255 1.0
374 18.816561736 18.497051070 95.269901480 255 255 255 1.0
375 14.896704209 0.682241263 139.307297319 255 255 255 1.0
376 -8.794219233 18.882694954 95.108135193 255 255 255 1.0
377 2.310043779 -8.620426561 51.820093592 255 255 255 1.0
378 -12.162192374 20.309484136 86.717907731 255 255 255 1.0
379 24.111951993 -29.237870879 168.011480676 255 255 255 1.0
380 -45.327612044 -31.425432303 147.264062331 255 255 255 1.0
381 -4.917843177 18.474638901 101.655991237 255 255 255 1.0
382 5.132687914 -44.451994132 166.309959073 255 255 255 1.0
383 7.296061417 -10.968334721 148.906898781 255 255 255 1.0
384 20.028585955 2.047117125 126.392208575 255 255 255 1.0
385 2.336021934 3.510710897 121.773857052 255 255 255 1.0
386 17.515652904 -13.086332557 153.184291663 255 255 255 1.0
387 -33.099160041 -27.773283922 148.906521012 255 255 255 1.0
388 8.511487137 -43.338866052 168.936176783 255 255 255 1.0
389 16.960746888 18.270504515 105.995218806 255 255 255 1.0
390 1.229884804 18.384414677 92.060570481 255 255 255 1.0
391 -24.922141651 16.508133290 98.293535024 255 255 255 1.0
392 -12.640694589 -14.080131232 147.350314548 255 255 255 1.0
393 23.272625618 18.908249732 83.777352819 255 255 255 1.0
394 -8.411559546 9.978242819 124.577039845 255 255 255 1.0
395 17.830282184 9.153970191 106.105512215 255 255 255 1.0
396 9.505411411 -57.994302115 206.864599031 255 255 255 1.0
397 11.665486368 0.600281389 134.393603312 255 255 255 1.0
398 24.392682378 -9.691877859 123.708666043 255 255 255 1.0
399 42.623665578 17.024812685 158.473755756 255 255 255 1.0
400 -25.935365654 -42.807929798 162.154065904 255 255 255 1.0
401 27.386623769 -22.362739489 164.806929024 255 255 255 1.0
402 -25.999758854 -46.294577826 163.336481813 255 255 255 1.0
403 22.860256211 18.872121801 83.386056730 255 255 255 1.0
404 -11.155473665 -30.221525064 154.503154338 255 255 255 1.0
405 19.032061899 9.059722630 106.733285209 255 255 255 1.0
406 1.258688909 -28.414882220 156.069445466 255 255 255 1.0
407 23.872047720 18.637522351 96.524788655 255 255 255 1.0
408 -2.961798275 -10.704193126 141.254936880 255 255 255 1.0
409 34.274388658 14.368246217 142.864803301 255 255 255 1.0
410 -3.765959555 3.078122316 121.960483606 255 255 255 1.0
411 7.355449281 -6.450289582 89.036513844 255 255 255 1.0
412 16.854029501 7.394584233 128.093356647 255 255 255 1.0
413 37.806276624 1.770727945 125.991611983 255 255 255 1.0
414 10.880853067 0.597043206 134.228422985 255 255 255 1.0
415 -29.300801437 21.629632663 124.151995433 255 255 255 1.0
416 -23.441683669 21.206634007 93.217929522 255 255 255 1.0
417 48.821308684 1.554828326 165.789915353 255 255 255 1.0
418 -9.478893389 -46.186787635 164.296028024 255 255 255 1.0
419 33.529181319 -24.977469401 161.038800202 255 255 255 1.0
420 15.447762209 1.340593830 129.624482927 255 255 255 1.0
421 24.763830606 -3.422682076 146.848992239 255 255 255 1.0
422 -35.942844709 -32.631588596 150.069133688 255 255 255 1.0
423 26.315984442 8.408572815 110.577144851 255 255 255 1.0
424 -9.804839038 15.947771706 114.277542203 255 255 255 1.0
425 -14.981204848 -12.206220627 143.833450418 255 255 255 1.0
426 -23.316600066 -31.086222553 151.905637944 255 255 255 1.0
427 -6.927943630 19.230678886 96.380474133 255 255 255 1.0
428 26.525278304 -24.945445588 156.413400202 255 255 255 1.0
429 7.054466707 3.321906695 119.852211768 255 255 255 1.0
430 -17.631884174 -25.887316905 147.347886114 255 255 255 1.0
431 -11.780429061 -13.297920527 144.489725188 255 255 255 1.0
432 8.478787857 19.974758277 130.686513482 255 255 255 1.0
433 29.905462620 -42.886982010 174.855669675 255 255 255 1.0
434 -24.482972736 22.506246419 84.252314084 255 255 255 1.0
435 -44.231488090 -29.780472607 149.791148793 255 255 255 1.0
436 26.067328027 14.025713360 138.908919460 255 255 255 1.0
437 -7.948229972 20.763073921 81.487567452 255 255 255 1.0
438 15.337216266 4.625047046 123.104706763 255 255 255 1.0
439 -17.064770157 -30.705449425 156.500076296 255 255 255 1.0
440 5.945832568 -12.382145111 145.135155490 255 255 255 1.0
441 11.680857900 18.739609487 94.685787939 255 255 255 1.0
442 -40.617019148 -38.613473334 165.556784291 255 255 255 1.0
443 11.055233868 -43.222383209 174.211822812 255 255 255 1.0
444 22.714063262 18.059634639 101.247642998 255 255 255 1.0
445 6.419371956 -2.401478154 144.914874350 255 255 255 1.0
446 16.097269458 -37.109821467 175.124498962 255 255 255 1.0
447 22.707118425 18.878787838 96.415909979 255 255 255 1.0
448 -0.762621637 19.816638747 89.551724198 255 255 255 1.0
