filename,detector,num_keypoints,descriptor_shape
frame_118.jpg,SIFT,39527,"[39527, 128]"
frame_119.jpg,SIFT,37290,"[37290, 128]"
frame_120.jpg,SIFT,45461,"[45461, 128]"
frame_121.jpg,SIFT,36473,"[36473, 128]"
frame_122.jpg,SIFT,40731,"[40731, 128]"
frame_123.jpg,SIFT,36827,"[36827, 128]"
frame_124.jpg,SIFT,42134,"[42134, 128]"
frame_125.jpg,SIFT,36946,"[36946, 128]"
frame_126.jpg,SIFT,38683,"[38683, 128]"
frame_127.jpg,SIFT,37358,"[37358, 128]"
frame_128.jpg,SIFT,44558,"[44558, 128]"
frame_129.jpg,SIFT,37123,"[37123, 128]"
frame_130.jpg,SIFT,37646,"[37646, 128]"
frame_131.jpg,SIFT,40887,"[40887, 128]"
frame_132.jpg,SIFT,41075,"[41075, 128]"
frame_133.jpg,SIFT,41250,"[41250, 128]"
frame_134.jpg,SIFT,40549,"[40549, 128]"
frame_135.jpg,SIFT,41279,"[41279, 128]"
frame_136.jpg,SIFT,41893,"[41893, 128]"
frame_137.jpg,SIFT,40267,"[40267, 128]"
frame_138.jpg,SIFT,40005,"[40005, 128]"
frame_139.jpg,SIFT,39871,"[39871, 128]"
frame_140.jpg,SIFT,42452,"[42452, 128]"
frame_141.jpg,SIFT,43141,"[43141, 128]"
frame_142.jpg,SIFT,41766,"[41766, 128]"
frame_143.jpg,SIFT,40870,"[40870, 128]"
frame_144.jpg,SIFT,46340,"[46340, 128]"
frame_145.jpg,SIFT,43658,"[43658, 128]"
frame_146.jpg,SIFT,44508,"[44508, 128]"
frame_147.jpg,SIFT,44623,"[44623, 128]"
frame_148.jpg,SIFT,54589,"[54589, 128]"
frame_149.jpg,SIFT,46812,"[46812, 128]"
frame_150.jpg,SIFT,50187,"[50187, 128]"
frame_151.jpg,SIFT,46912,"[46912, 128]"
frame_152.jpg,SIFT,55231,"[55231, 128]"
frame_153.jpg,SIFT,47413,"[47413, 128]"
frame_154.jpg,SIFT,47891,"[47891, 128]"
