pair,raw_points,kept_points,mean_reproj_err_px,median_angle_deg
frame_001-frame_006,1797,430,0.4191661942877649,1.7497563391774613
frame_006-frame_011,1768,1623,0.3560554933698884,2.6456208571207975
frame_011-frame_016,1759,1084,0.3045637825938152,2.1708429517689343
frame_016-frame_021,1745,1671,0.2869648403160368,2.768016000721223
frame_021-frame_026,1615,1612,0.3456947715201254,3.0705628785177623
frame_026-frame_031,1664,1622,0.31250263311521986,2.8766739164850215
frame_031-frame_036,1585,1583,0.3948184770215388,2.900833455253849
frame_036-frame_041,1742,1619,0.2641584452535066,2.7302331023328468
frame_041-frame_046,1732,1636,0.389098584467219,3.4100253731160017
frame_046-frame_051,1580,1511,0.3630434728907414,3.644232029551498
frame_051-frame_056,1676,1558,0.48648336004192383,2.5416700334263362
frame_056-frame_061,1591,1435,0.4035575294562508,3.318962629655954
frame_061-frame_066,1624,1481,0.35078909466413616,3.1648234527610843
frame_066-frame_071,1682,1513,0.43078964490143035,3.5897702133778755
frame_071-frame_076,1327,1219,0.3234688523802558,3.081162340671335
frame_076-frame_081,1607,1586,0.39357433730457814,2.7707824870241833
frame_081-frame_086,1591,0,nan,0.5898066480398649
frame_086-frame_091,1478,1478,0.5743579570219866,2.975487522963687
frame_091-frame_096,1441,505,0.2292902391305804,1.9165615222689996
frame_096-frame_101,1598,1597,0.41405295495036,2.670262403067613
frame_101-frame_106,1749,1659,0.25936503589704774,2.893673525028626
frame_106-frame_111,1843,1683,0.2334677832868252,3.0006694628432777
frame_111-frame_116,1709,1635,0.3165675093911149,3.796819051472579
frame_116-frame_121,1675,1526,0.3603297187799118,3.519059348545668
frame_121-frame_126,1500,1429,0.41998519821856595,3.958266472641739
frame_126-frame_131,1794,1632,0.23454989478981964,3.379967197364972
frame_131-frame_136,1729,1626,0.2815737127116909,3.5270513403200456
frame_136-frame_141,1637,1609,0.2782585797869227,3.473515934377088
frame_141-frame_146,1657,1592,0.4635078605912666,3.5390712833968325
frame_146-frame_151,1825,1656,0.42111331492678394,2.677563643410712
