# 3D point list
# POINT3D_ID, X, Y, Z, R, G, B, ERROR
3127 3.884628835 -23.150067099 87.957264958 255 255 255 1.0
3128 3.584248206 0.200019301 156.664725250 255 255 255 1.0
3129 -4.727850058 -3.769353599 26.850802259 255 255 255 1.0
3130 -1.461819996 -3.415101821 25.483714047 255 255 255 1.0
3131 2.372455556 -23.311262227 101.220224129 255 255 255 1.0
3132 -8.011360586 2.819034800 42.546109247 255 255 255 1.0
3133 0.937933696 -2.290275714 112.700900256 255 255 255 1.0
3134 -9.651123543 2.884799722 37.987892424 255 255 255 1.0
3135 45.028870048 3.642895613 138.603295991 255 255 255 1.0
3136 -9.526144332 3.218707430 37.357016583 255 255 255 1.0
3137 6.563875740 -3.054319143 65.414167261 255 255 255 1.0
3138 -0.359202461 -5.578962018 30.096909862 255 255 255 1.0
3139 -7.615611360 -3.360352296 28.058702026 255 255 255 1.0
3140 -8.216471583 -3.776699225 28.973845969 255 255 255 1.0
3141 -6.712198597 2.286875556 27.336103977 255 255 255 1.0
3142 -3.047436838 -3.327867420 25.558975023 255 255 255 1.0
3143 0.147610329 0.444610448 113.575336010 255 255 255 1.0
3144 0.650956813 -3.610705434 25.461491588 255 255 255 1.0
3145 60.625326478 1.598184194 118.968936636 255 255 255 1.0
3146 -10.015040734 3.204336280 36.766768873 255 255 255 1.0
3147 -2.754460927 -3.314430907 25.534753627 255 255 255 1.0
3148 -1.868164576 -3.288608345 25.556756900 255 255 255 1.0
3149 0.222059420 -4.033150872 25.499783277 255 255 255 1.0
3150 -2.745336630 -6.283372140 31.430770487 255 255 255 1.0
3151 -7.585909798 -13.625250461 79.085926414 255 255 255 1.0
3152 80.714325063 3.989311852 142.697183463 255 255 255 1.0
3153 0.089316527 -0.966433592 115.261006240 255 255 255 1.0
3154 -7.302316603 -3.282958846 27.819510619 255 255 255 1.0
3155 -2.427430827 -3.271009195 25.665880838 255 255 255 1.0
3156 18.299271136 -30.339886304 102.284813476 255 255 255 1.0
3157 -3.597569207 2.118820963 25.256466072 255 255 255 1.0
3158 -4.826019988 -3.632273300 25.573167492 255 255 255 1.0
3159 -6.496920565 2.376542232 27.271634844 255 255 255 1.0
3160 -7.629658784 -3.343588814 28.334162368 255 255 255 1.0
3161 -6.621955124 2.376707960 27.147137017 255 255 255 1.0
3162 78.018921308 4.215268967 138.267770529 255 255 255 1.0
3163 -8.760026981 -4.430944687 62.015779311 255 255 255 1.0
3164 -0.974053799 -3.544548455 25.519104568 255 255 255 1.0
3165 -8.026580434 -3.774532004 28.889438687 255 255 255 1.0
3166 0.564835074 -21.170356675 79.728521326 255 255 255 1.0
3167 -8.997577983 2.935730647 50.799276383 255 255 255 1.0
3168 -1.156325433 -3.377169155 25.425476934 255 255 255 1.0
3169 -5.587624308 2.076723122 26.162854547 255 255 255 1.0
3170 -6.128712286 1.577090117 26.735277135 255 255 255 1.0
3171 -6.102642540 -3.185203393 26.868261786 255 255 255 1.0
3172 -4.258983974 -3.571182822 25.447790244 255 255 255 1.0
3173 0.207043920 -18.924396881 84.778517638 255 255 255 1.0
3174 -6.607310275 1.898054090 27.213663920 255 255 255 1.0
3175 -1.230770848 -1.427555461 118.743623923 255 255 255 1.0
3176 -3.609858385 1.455347603 25.366498760 255 255 255 1.0
3177 -0.317458860 -17.149196022 76.875550363 255 255 255 1.0
3178 -1.281699648 -2.153471982 115.847069263 255 255 255 1.0
3179 -5.839095085 -3.330001802 26.571961462 255 255 255 1.0
3180 -6.641911669 1.897545103 27.191305043 255 255 255 1.0
3181 -0.231270698 -4.310685542 26.850452924 255 255 255 1.0
3182 -2.192845762 -7.484321090 31.869672054 255 255 255 1.0
3183 -1.296857259 -3.113025306 33.325694393 255 255 255 1.0
3184 -10.614462646 2.727284545 38.953289020 255 255 255 1.0
3185 -2.822499500 -4.008556722 26.903809193 255 255 255 1.0
3186 91.307383327 2.449239041 159.686263615 255 255 255 1.0
3187 -2.699939775 -3.299976257 25.503586958 255 255 255 1.0
3188 -5.065834877 -3.663596337 25.728015950 255 255 255 1.0
3189 -3.583051038 1.980127976 25.367307073 255 255 255 1.0
3190 4.475686989 -2.784253494 59.692436896 255 255 255 1.0
3191 -6.316140602 -4.115549018 28.909181596 255 255 255 1.0
3192 -9.409248388 3.241112766 37.516344092 255 255 255 1.0
3193 4.172805781 -2.574495735 59.833774021 255 255 255 1.0
3194 63.746850240 4.012544515 179.854174645 255 255 255 1.0
3195 -6.873179022 -3.342706821 27.680497944 255 255 255 1.0
3196 -2.928981505 -1.805594570 109.997396301 255 255 255 1.0
3197 -9.950170553 -2.802053586 59.671633679 255 255 255 1.0
3198 -9.039124525 -4.455229363 62.133867336 255 255 255 1.0
3199 5.327245554 -21.618188677 85.401038431 255 255 255 1.0
3200 -4.641846880 -3.639667087 25.417593523 255 255 255 1.0
3201 -4.372135848 -3.741379942 25.441214103 255 255 255 1.0
3202 -0.614137244 -4.665677676 27.543868375 255 255 255 1.0
3203 -3.822926826 -2.208125355 27.682758746 255 255 255 1.0
3204 -6.988798438 -3.776229704 28.755325264 255 255 255 1.0
3205 -2.728181906 -3.185270403 25.650707202 255 255 255 1.0
3206 3.641234567 -3.027151980 30.633104934 255 255 255 1.0
3207 -1.588469553 -4.123480631 26.742349063 255 255 255 1.0
3208 -0.354603475 -3.732891471 25.337194589 255 255 255 1.0
3209 2.672741781 -3.133703844 27.860480062 255 255 255 1.0
3210 139.672009989 -4.807136358 226.909636931 255 255 255 1.0
3211 -2.368954699 -3.317290434 25.576276310 255 255 255 1.0
3212 4.082422742 -2.350139386 58.210774029 255 255 255 1.0
3213 -0.258412336 -3.458940010 25.310966114 255 255 255 1.0
3214 -6.176878889 -3.303410696 26.846745176 255 255 255 1.0
3215 -8.353720379 -3.454873452 28.684500760 255 255 255 1.0
3216 -1.716797355 -3.124393504 110.950277096 255 255 255 1.0
3217 2.104329325 2.489772085 35.310500211 255 255 255 1.0
3218 -7.922275746 -3.299768978 28.542812443 255 255 255 1.0
3219 -7.687371474 -0.803611342 75.788391356 255 255 255 1.0
3220 -9.545973400 2.983069147 51.917295807 255 255 255 1.0
3221 -6.620451984 2.005807439 27.319053701 255 255 255 1.0
3222 118.476445322 -2.922870521 199.269544574 255 255 255 1.0
3223 2.969753287 -21.056027317 89.530915409 255 255 255 1.0
3224 -7.535752217 -0.977117815 78.523670807 255 255 255 1.0
3225 0.144286101 -4.197096711 25.897548646 255 255 255 1.0
3226 -1.853450758 -6.148475641 30.443355629 255 255 255 1.0
3227 -6.861276751 -3.693443312 28.358782223 255 255 255 1.0
3228 59.079096647 5.778261525 166.097629864 255 255 255 1.0
3229 4.411355333 -2.655064447 59.482415023 255 255 255 1.0
3230 -9.175412140 2.244390333 24.172935717 255 255 255 1.0
3231 1.951037314 2.149343660 35.476383624 255 255 255 1.0
3232 77.713778963 4.975045689 140.304271477 255 255 255 1.0
3233 1.972247107 2.140525181 35.185313857 255 255 255 1.0
3234 7.479282991 -4.126747115 72.096665379 255 255 255 1.0
3235 -4.412842135 1.994588598 25.501753922 255 255 255 1.0
3236 -0.026668930 -3.619663794 25.347450362 255 255 255 1.0
3237 -3.075051496 -3.585554043 25.466343824 255 255 255 1.0
3238 1.617504469 2.204370730 35.369039352 255 255 255 1.0
3239 0.220428894 -18.391823133 85.084311800 255 255 255 1.0
3240 -8.311926098 -3.459955665 30.248133389 255 255 255 1.0
3241 -0.273174535 -2.221408792 27.468145587 255 255 255 1.0
3242 -1.513530241 -0.595953616 112.470766062 255 255 255 1.0
3243 -1.871993703 -4.049368826 112.200614814 255 255 255 1.0
3244 -5.825679081 -3.232691817 26.550769478 255 255 255 1.0
3245 -5.606674449 -4.870051893 30.145183246 255 255 255 1.0
3246 2.982376701 -24.269430666 105.740643977 255 255 255 1.0
3247 3.771023904 2.637097750 28.828311590 255 255 255 1.0
3248 -2.313015137 -7.594844215 31.595146159 255 255 255 1.0
3249 1.397363736 2.272776023 35.832535949 255 255 255 1.0
3250 0.441528883 -3.835668898 25.288351777 255 255 255 1.0
3251 117.403773505 -3.349001210 197.782093772 255 255 255 1.0
3252 3.498428303 -3.403252356 28.433724969 255 255 255 1.0
3253 -7.035379947 -3.145988855 27.786688756 255 255 255 1.0
3254 -6.644652030 -3.242993472 27.157461726 255 255 255 1.0
3255 -2.242669793 -6.543111832 31.343325274 255 255 255 1.0
3256 4.573596075 -2.600851031 59.116918586 255 255 255 1.0
3257 -3.555417345 -3.428919245 25.490450449 255 255 255 1.0
3258 -8.320337191 -3.043102885 29.144327275 255 255 255 1.0
3259 8.165380584 -1.392426690 69.338977489 255 255 255 1.0
3260 -5.181385497 -16.592347245 81.910518725 255 255 255 1.0
3261 14.711607121 0.428896184 102.137746861 255 255 255 1.0
3262 -5.723369493 -3.521608658 27.845767736 255 255 255 1.0
3263 29.311339322 -44.127211889 144.383362634 255 255 255 1.0
3264 -0.419678416 -3.654116389 27.211017144 255 255 255 1.0
3265 -0.130037264 -3.782191166 27.133837803 255 255 255 1.0
3266 -1.757181075 -3.872706494 27.514892115 255 255 255 1.0
3267 -0.767615527 -3.665977311 27.674755358 255 255 255 1.0
3268 -3.611541921 -23.738898344 102.388929464 255 255 255 1.0
3269 4.502992488 -26.697229651 113.507780608 255 255 255 1.0
3270 -6.619528375 -3.634105608 29.889093969 255 255 255 1.0
3271 -4.985373228 -3.880490518 28.278225459 255 255 255 1.0
3272 -6.555765065 -3.595535671 29.376033475 255 255 255 1.0
3273 -5.014973396 -3.825268628 28.414312832 255 255 255 1.0
3274 4.378810425 -29.265162212 103.258837994 255 255 255 1.0
3275 -4.109072594 -4.322517180 27.361860508 255 255 255 1.0
3276 -5.071387685 -22.424688417 102.518846323 255 255 255 1.0
3277 7.505771710 -24.781597542 94.167852004 255 255 255 1.0
3278 -0.181816128 -4.128156118 27.879646258 255 255 255 1.0
3279 35.980048012 -51.610503344 161.491455635 255 255 255 1.0
3280 1.669252975 -4.680875694 27.922934788 255 255 255 1.0
3281 -8.151925727 -3.834430852 31.170754228 255 255 255 1.0
3282 145.603552401 3.809973276 239.129195222 255 255 255 1.0
3283 128.518232176 2.030905516 214.040312187 255 255 255 1.0
3284 -7.395282382 -3.614514505 30.861712021 255 255 255 1.0
3285 -3.153909816 -4.008017359 27.389756338 255 255 255 1.0
3286 -7.294423657 -3.689246139 30.637514765 255 255 255 1.0
3287 -0.891099533 -7.500385773 34.170419976 255 255 255 1.0
3288 0.257057598 -5.607165513 30.639658059 255 255 255 1.0
3289 -0.894764056 -3.919382259 27.182674622 255 255 255 1.0
3290 0.318054010 -3.861608484 27.162016181 255 255 255 1.0
3291 -6.176313084 -3.571666351 29.510676809 255 255 255 1.0
3292 -2.932277055 -4.032084090 27.065122295 255 255 255 1.0
3293 -6.436288936 -3.858949334 29.882480409 255 255 255 1.0
3294 -2.798278222 -24.669175256 110.619193041 255 255 255 1.0
3295 -2.550083836 -3.724004487 27.171217359 255 255 255 1.0
3296 -7.827102035 -3.665332434 31.021161970 255 255 255 1.0
3297 -1.167524802 -3.728259831 27.581053824 255 255 255 1.0
3298 -0.840172134 -3.627180494 27.680223282 255 255 255 1.0
3299 1.862779910 -3.873817140 27.755896286 255 255 255 1.0
3300 -3.002536384 -4.068503623 27.369060120 255 255 255 1.0
3301 -4.732242019 -19.880272678 86.048685165 255 255 255 1.0
3302 -6.359536498 -3.573902119 29.681371544 255 255 255 1.0
3303 157.828292142 5.958821555 257.464268691 255 255 255 1.0
3304 -3.020523561 -3.988719599 27.470654548 255 255 255 1.0
3305 -4.544269676 -4.038302857 27.751767186 255 255 255 1.0
3306 -3.461600149 -4.017354888 27.347962708 255 255 255 1.0
3307 -7.521602703 -3.791130008 30.556264748 255 255 255 1.0
3308 1.327852969 -4.712272857 27.647561089 255 255 255 1.0
3309 1.019621686 -4.031315388 27.612722620 255 255 255 1.0
3310 -5.739313087 -2.212861287 36.508336761 255 255 255 1.0
3311 -8.107501047 -4.187691609 31.260624429 255 255 255 1.0
3312 -5.409417254 -3.604776045 28.651087442 255 255 255 1.0
3313 -2.572416710 -25.308436804 109.206299962 255 255 255 1.0
3314 -0.957904239 -7.490332049 34.145848494 255 255 255 1.0
3315 -3.238170962 -4.091285426 26.975588806 255 255 255 1.0
3316 0.600518891 -5.346444827 30.013008408 255 255 255 1.0
3317 0.090041314 -3.938063088 27.566392305 255 255 255 1.0
3318 -1.163143564 -7.235181702 33.423066340 255 255 255 1.0
3319 -0.959121080 -7.222097026 34.192162585 255 255 255 1.0
3320 -0.802823369 -7.532298312 34.379926874 255 255 255 1.0
3321 0.955115830 -5.240627724 29.675842606 255 255 255 1.0
3322 -6.404199692 -3.510069484 29.240663886 255 255 255 1.0
3323 128.237662088 10.383707057 316.588916622 255 255 255 1.0
3324 -2.300488485 -3.823033012 27.486121767 255 255 255 1.0
3325 152.789667506 4.094908503 247.301543731 255 255 255 1.0
3326 -1.227245189 -3.317263217 25.772200306 255 255 255 1.0
3327 0.938845721 -2.465503463 29.827045579 255 255 255 1.0
3328 2.014461571 -4.132895765 27.592877677 255 255 255 1.0
3329 4.990017283 -24.665291791 101.955280017 255 255 255 1.0
3330 0.925071680 -2.563600538 29.773226927 255 255 255 1.0
3331 3.141397223 -3.657079269 29.293124463 255 255 255 1.0
3332 -3.866644606 -4.151938660 27.092901391 255 255 255 1.0
3333 -2.891211711 -3.829927982 26.897791284 255 255 255 1.0
3334 -3.215324488 -2.460702519 29.735047899 255 255 255 1.0
3335 411.331918420 -5.834488041 928.378557196 255 255 255 1.0
3336 -8.118063878 -3.331363772 31.032526681 255 255 255 1.0
3337 -2.267482986 -3.903737735 27.528439645 255 255 255 1.0
3338 1.798410524 -4.159209285 27.598337488 255 255 255 1.0
3339 -3.255200065 -22.164746013 101.508009823 255 255 255 1.0
3340 -7.315900666 -3.847489833 30.398239801 255 255 255 1.0
3341 8.993783669 -3.424507110 70.641909714 255 255 255 1.0
3342 -7.612610588 -3.944636590 30.637660179 255 255 255 1.0
3343 -1.329037811 -3.946018243 27.417899594 255 255 255 1.0
3344 1.174436265 -4.072486535 27.145144292 255 255 255 1.0
3345 -4.132127676 -3.747385258 27.425618011 255 255 255 1.0
3346 10.195438536 -29.392089609 117.907438214 255 255 255 1.0
3347 0.427072343 -2.336983065 29.323046289 255 255 255 1.0
3348 -7.211230564 -3.304872912 36.389396744 255 255 255 1.0
3349 -0.366197693 -3.661483075 27.754819227 255 255 255 1.0
3350 6.804274326 -27.745270572 108.106130127 255 255 255 1.0
3351 13.364062384 -0.904802193 163.277928490 255 255 255 1.0
3352 -5.915115707 -3.707946070 29.212803245 255 255 255 1.0
3353 -6.848472351 -18.221707738 103.965362921 255 255 255 1.0
3354 0.985686061 -5.256843807 29.513693399 255 255 255 1.0
3355 5.041348906 -24.602431248 102.254493083 255 255 255 1.0
3356 -7.724184050 -4.408493006 31.531639645 255 255 255 1.0
3357 -6.129910462 -3.545144956 28.878243689 255 255 255 1.0
3358 -4.158299159 -4.346396187 27.418306821 255 255 255 1.0
3359 -1.154197246 -3.777350508 27.107344376 255 255 255 1.0
3360 3.232100554 -2.832801349 32.561628514 255 255 255 1.0
3361 -6.233115385 -3.650101416 29.529819354 255 255 255 1.0
3362 -1.374500167 -3.661163533 27.626174961 255 255 255 1.0
3363 -1.721186856 -3.808093349 27.502858418 255 255 255 1.0
3364 3.420989973 -3.744991139 29.441202276 255 255 255 1.0
3365 -7.372955286 -3.809790283 30.494126372 255 255 255 1.0
3366 148.427694685 10.574434178 357.349725488 255 255 255 1.0
3367 4.835556936 -4.166327730 33.501350289 255 255 255 1.0
3368 -5.372763581 -3.876258252 28.610153165 255 255 255 1.0
3369 5.264578709 0.025874810 166.992228364 255 255 255 1.0
3370 33.476414769 -3.885683378 164.763632684 255 255 255 1.0
3371 0.310532214 -3.046709770 29.969685869 255 255 255 1.0
3372 -4.375037430 -3.974961308 27.768854458 255 255 255 1.0
3373 124.163850719 1.819321714 205.252695962 255 255 255 1.0
3374 -0.237295503 -5.929464869 31.071570412 255 255 255 1.0
3375 0.784808594 -4.087507335 27.658285635 255 255 255 1.0
3376 -2.928987677 -4.155527886 27.458153545 255 255 255 1.0
3377 0.066679692 -6.182901173 31.766622511 255 255 255 1.0
3378 -0.542114053 -6.873471136 33.299535903 255 255 255 1.0
3379 -5.895015507 -5.056922270 32.005643825 255 255 255 1.0
3380 -3.545876918 -4.223240686 27.271350836 255 255 255 1.0
3381 0.313304175 -5.459929278 30.446986328 255 255 255 1.0
3382 10.922399551 1.220937034 178.495688033 255 255 255 1.0
3383 6.307347977 -27.536773053 112.884358265 255 255 255 1.0
3384 -5.788652534 -3.648960141 29.139374773 255 255 255 1.0
3385 -3.126643038 -4.092288811 27.381334370 255 255 255 1.0
3386 5.080536884 -24.403011142 101.593206069 255 255 255 1.0
3387 31.461637638 -49.228417846 157.181504223 255 255 255 1.0
3388 7.502960406 -3.252142923 70.162158616 255 255 255 1.0
3389 -5.955379352 -3.712998479 29.217537875 255 255 255 1.0
3390 1.709080342 -4.895123613 27.755134385 255 255 255 1.0
3391 1.500240321 -4.924810283 28.423925773 255 255 255 1.0
3392 -5.913540809 -3.623942478 29.329011122 255 255 255 1.0
3393 1.489601419 -4.975995012 28.467880535 255 255 255 1.0
3394 -0.806832502 -3.852798550 27.512857614 255 255 255 1.0
3395 -2.360232093 -5.414694899 70.537438864 255 255 255 1.0
3396 520.783126262 -12.824686819 1152.686413906 255 255 255 1.0
3397 -0.092879922 -5.963777267 31.573827812 255 255 255 1.0
3398 0.517770125 -22.863747119 98.466715201 255 255 255 1.0
3399 33.236799492 -50.826547619 160.965429909 255 255 255 1.0
3400 -3.081606481 -4.033750031 27.449131048 255 255 255 1.0
3401 -0.577329249 -6.508577794 32.818862809 255 255 255 1.0
3402 0.846263906 -4.236158097 27.502287916 255 255 255 1.0
3403 3.056867458 -2.958402240 32.359448796 255 255 255 1.0
3404 -6.353718780 -2.207491548 99.621981398 255 255 255 1.0
3405 10.970203768 -29.631335112 111.023621574 255 255 255 1.0
3406 -10.863844052 4.160574877 175.084162731 255 255 255 1.0
3407 -2.801065407 -23.695960003 110.022866594 255 255 255 1.0
3408 445.490274889 -9.035370414 995.697870481 255 255 255 1.0
3409 -6.393424190 -18.768769590 101.906062391 255 255 255 1.0
3410 -1.223626833 -3.913576013 27.525039377 255 255 255 1.0
3411 8.707224539 -26.855360140 109.997304366 255 255 255 1.0
3412 -5.495667181 -3.919642133 29.001211287 255 255 255 1.0
3413 -3.967731879 -3.884239496 27.459865702 255 255 255 1.0
3414 -1.941921466 -0.123794711 166.311296577 255 255 255 1.0
3415 2.842746451 -28.140110049 101.818032583 255 255 255 1.0
3416 8.872561641 -29.704571671 110.929646605 255 255 255 1.0
3417 10.000460761 -29.990818420 114.628785781 255 255 255 1.0
3418 342.250423637 -15.929177079 750.594779387 255 255 255 1.0
3419 5.818105805 -27.145562944 99.576775663 255 255 255 1.0
3420 4.002660426 -26.167620158 98.228449281 255 255 255 1.0
3421 4.102401927 -26.738687266 104.510973968 255 255 255 1.0
3422 -7.191208377 -3.583905233 30.652269950 255 255 255 1.0
3423 -0.849004866 -7.281490534 33.921228883 255 255 255 1.0
3424 8.735059885 -3.827021018 73.073263162 255 255 255 1.0
3425 -9.324995638 3.719757236 41.308895143 255 255 255 1.0
3426 146.125765532 4.922552161 238.855990780 255 255 255 1.0
3427 591.311818066 -8.860618409 1314.158282221 255 255 255 1.0
3428 1.458231389 -4.955222245 28.321567089 255 255 255 1.0
3429 -6.752836592 -3.581357456 29.522979634 255 255 255 1.0
3430 0.708188460 -2.420024613 29.736691851 255 255 255 1.0
3431 -3.118721341 0.732638881 155.051190533 255 255 255 1.0
3432 -2.540616302 -25.346464476 108.053394621 255 255 255 1.0
3433 -5.709142900 -5.288651612 32.625298740 255 255 255 1.0
3434 -0.020619934 -9.241657116 35.973803326 255 255 255 1.0
3435 -3.983551510 -23.970296152 100.219934612 255 255 255 1.0
3436 -7.040008178 -4.041266910 31.358906874 255 255 255 1.0
3437 -2.077023784 -3.812625001 26.828809485 255 255 255 1.0
3438 -1.067039614 -3.681631492 26.803786507 255 255 255 1.0
3439 -0.778578540 -3.641816493 26.776999198 255 255 255 1.0
3440 -2.185338411 -3.725808543 26.674882918 255 255 255 1.0
3441 -2.605504737 -3.776860722 26.651147485 255 255 255 1.0
3442 -4.684040955 -3.796508105 26.970554323 255 255 255 1.0
3443 -3.027890169 -3.821412288 26.614591092 255 255 255 1.0
3444 -2.407941311 -3.571385375 26.783695843 255 255 255 1.0
3445 -1.632762413 -8.067012805 33.635663695 255 255 255 1.0
3446 -7.672089026 -2.662907138 26.681428983 255 255 255 1.0
3447 0.383074437 -3.636531920 26.865550706 255 255 255 1.0
3448 0.104384451 -3.923075255 26.729314835 255 255 255 1.0
3449 -7.621280372 -3.788678315 29.883557097 255 255 255 1.0
3450 -5.312311725 3.604808989 166.455246956 255 255 255 1.0
3451 -1.682782081 -3.593612340 26.771974129 255 255 255 1.0
3452 0.517892174 -3.854299072 26.635122986 255 255 255 1.0
3453 -2.012735944 -22.248680539 98.411242986 255 255 255 1.0
3454 0.000794479 -3.774863757 26.764080830 255 255 255 1.0
3455 0.342468814 -3.876203321 26.696806188 255 255 255 1.0
3456 60.219803544 7.128725666 206.773815934 255 255 255 1.0
3457 -4.465007964 -3.437379592 25.586256956 255 255 255 1.0
3458 0.216793806 -4.052875443 27.103944259 255 255 255 1.0
3459 -0.035611259 -3.923519232 26.698407029 255 255 255 1.0
3460 -5.573016648 -3.541817475 27.939917652 255 255 255 1.0
3461 -2.556705284 -3.520199641 26.902337400 255 255 255 1.0
3462 111.052379594 2.408402904 244.129459760 255 255 255 1.0
3463 0.120965455 -4.997710533 28.858633170 255 255 255 1.0
3464 -5.805129385 -3.451925236 27.945683161 255 255 255 1.0
3465 -1.707905157 -3.618005709 26.711749797 255 255 255 1.0
3466 -4.806776001 -4.103432477 29.622008787 255 255 255 1.0
3467 -7.670789106 -3.638358703 29.742220898 255 255 255 1.0
3468 -1.656239921 -3.858085831 26.779075555 255 255 255 1.0
3469 8.351478937 -1.002650561 127.766639513 255 255 255 1.0
3470 -2.615630551 -6.710169102 31.665925694 255 255 255 1.0
3471 -7.755811702 -4.008867785 29.456651441 255 255 255 1.0
3472 -5.760081307 -3.436730868 28.160438890 255 255 255 1.0
3473 -6.800496597 -3.426166696 29.204441013 255 255 255 1.0
3474 -0.839098890 -3.590065192 26.782924383 255 255 255 1.0
3475 -4.323171960 -3.908603416 26.569411857 255 255 255 1.0
3476 -5.087886463 -17.278624084 78.045650691 255 255 255 1.0
3477 -9.672504622 3.493591317 39.939198788 255 255 255 1.0
3478 -1.198338075 -3.712795801 26.763786246 255 255 255 1.0
3479 -7.306347240 -3.489356607 29.549080132 255 255 255 1.0
3480 -4.920386699 -3.684535029 27.280012434 255 255 255 1.0
3481 -0.575497404 -3.799776960 26.599258420 255 255 255 1.0
3482 -7.950230353 -3.867199146 29.955296346 255 255 255 1.0
3483 82.492827070 9.617953536 275.072475624 255 255 255 1.0
3484 -1.344045815 -7.059378642 32.907889678 255 255 255 1.0
3485 -7.097418025 -3.567698311 29.227024845 255 255 255 1.0
3486 -6.203630345 -3.247134204 27.186278732 255 255 255 1.0
3487 -7.099124004 -3.535731119 28.977284782 255 255 255 1.0
3488 13.123620974 -1.842521487 157.146409996 255 255 255 1.0
3489 -3.982534498 -3.890923994 26.691643238 255 255 255 1.0
3490 -3.938197081 -16.468832824 97.203764833 255 255 255 1.0
3491 -4.081430165 -4.634787535 66.711118054 255 255 255 1.0
3492 10.728510598 -2.896105694 158.993594663 255 255 255 1.0
3493 0.374323394 -4.626718419 28.000191657 255 255 255 1.0
3494 -7.249637243 -17.314205121 96.234486240 255 255 255 1.0
3495 -4.289450372 -3.917630181 26.570866428 255 255 255 1.0
3496 -2.202572610 -3.580356267 26.765561472 255 255 255 1.0
3497 -5.129893677 -4.060097358 29.962436231 255 255 255 1.0
3498 8.642369263 -0.547577724 163.256583102 255 255 255 1.0
3499 -3.473509478 -3.851728148 26.651815416 255 255 255 1.0
3500 -5.529608704 -3.577389786 27.882216913 255 255 255 1.0
3501 -4.284601987 -3.605915137 25.642510217 255 255 255 1.0
3502 -5.002833368 -3.826414926 27.247691336 255 255 255 1.0
3503 -2.975495724 -3.696494111 26.726193689 255 255 255 1.0
3504 6.769919432 -1.041267529 120.310651845 255 255 255 1.0
3505 -4.696974445 -3.936080581 26.977930953 255 255 255 1.0
3506 1.919652050 -23.569754902 89.066108119 255 255 255 1.0
3507 -3.019402478 -21.993589316 99.445829694 255 255 255 1.0
3508 -4.316079851 -3.976961120 26.587346839 255 255 255 1.0
3509 3.578872023 -1.155467471 123.681283170 255 255 255 1.0
3510 0.306222504 -3.778827512 26.638377824 255 255 255 1.0
3511 -3.109290669 -3.679692663 26.707225276 255 255 255 1.0
3512 -7.460155759 -3.609499050 29.633286266 255 255 255 1.0
3513 6.591839202 -3.952000772 162.926822032 255 255 255 1.0
3514 -6.826295195 -3.437007647 29.131398232 255 255 255 1.0
3515 -2.556462119 -21.534250238 97.833413316 255 255 255 1.0
3516 -1.781784764 -3.533324529 26.793489655 255 255 255 1.0
3517 -4.217032528 -23.232389990 99.586751457 255 255 255 1.0
3518 0.735819084 -4.456884411 27.269356295 255 255 255 1.0
3519 -9.965292552 3.514619185 40.244334219 255 255 255 1.0
3520 2.566708241 -2.213102881 170.683914549 255 255 255 1.0
3521 3.330448004 -0.895658573 158.659621034 255 255 255 1.0
3522 -1.569903943 -19.476321403 93.257517795 255 255 255 1.0
3523 -2.401968373 -3.721243589 26.651269941 255 255 255 1.0
3524 -6.396333514 -3.570224610 28.595519383 255 255 255 1.0
3525 -2.663358259 -3.797930730 26.648411934 255 255 255 1.0
3526 -1.682222333 -3.665073437 26.758911609 255 255 255 1.0
3527 -1.344398732 -3.555623842 26.821907923 255 255 255 1.0
3528 -7.458113563 -3.548515048 30.959640636 255 255 255 1.0
3529 -7.930901650 -3.630875402 29.844319918 255 255 255 1.0
3530 -5.106845628 -5.333765374 31.986496763 255 255 255 1.0
3531 -6.364685218 -1.581726205 93.146515401 255 255 255 1.0
3532 -3.859041142 -3.812384359 26.631656426 255 255 255 1.0
3533 -6.144516604 -3.316512631 26.998575539 255 255 255 1.0
3534 2.121598105 -2.496819515 159.895924687 255 255 255 1.0
3535 -3.069701793 1.514216098 26.693906298 255 255 255 1.0
3536 5.827494984 -1.680796083 169.783416723 255 255 255 1.0
3537 76.913414028 3.676595631 180.892002042 255 255 255 1.0
3538 -6.496285041 1.530941404 64.054012449 255 255 255 1.0
3539 76.243550395 3.920761101 187.105110559 255 255 255 1.0
3540 -6.780464202 -10.762424498 76.255857216 255 255 255 1.0
3541 7.322151238 -3.186963560 67.432876449 255 255 255 1.0
3542 -8.312180259 -3.358489236 31.560024136 255 255 255 1.0
3543 -6.448818843 -2.310144913 95.849057370 255 255 255 1.0
3544 2.573590417 -5.184716578 162.689296437 255 255 255 1.0
3545 -0.236594061 -5.471078274 30.008295485 255 255 255 1.0
3546 133.459708671 2.753681563 290.838343172 255 255 255 1.0
3547 -2.158678522 -3.593452966 26.739019244 255 255 255 1.0
3548 -5.761967805 -3.457766264 27.965590164 255 255 255 1.0
3549 -0.172800294 -3.642799074 26.724806476 255 255 255 1.0
3550 1.965565155 -2.323626988 154.945683103 255 255 255 1.0
3551 98.851086398 4.409229091 299.291818099 255 255 255 1.0
3552 218.811266503 -8.123356266 440.040554710 255 255 255 1.0
3553 -3.534872915 -2.422881075 28.846292754 255 255 255 1.0
3554 -8.561670825 -3.426932544 35.356420207 255 255 255 1.0
3555 -0.811800007 -6.132842131 31.341811947 255 255 255 1.0
