scene,pair,num_matches,inlier_count,inlier_ratio,reproj_rmse,status
reaching_high_sculpture_fps2,frame_001-frame_003,500,384,0.768,0.494,OK
reaching_high_sculpture_fps2,frame_003-frame_004,500,395,0.79,0.68,OK
reaching_high_sculpture_fps2,frame_004-frame_005,500,377,0.754,0.397,OK
reaching_high_sculpture_fps2,frame_005-frame_006,500,417,0.834,0.275,OK
reaching_high_sculpture_fps2,frame_006-frame_007,500,401,0.802,0.452,OK
reaching_high_sculpture_fps2,frame_007-frame_008,500,383,0.766,0.296,OK
reaching_high_sculpture_fps2,frame_008-frame_009,500,403,0.806,0.291,OK
reaching_high_sculpture_fps2,frame_009-frame_010,500,374,0.748,0.366,OK
reaching_high_sculpture_fps2,frame_010-frame_011,500,421,0.842,0.27,OK
reaching_high_sculpture_fps2,frame_011-frame_012,500,389,0.778,0.432,OK
reaching_high_sculpture_fps2,frame_012-frame_013,500,379,0.758,0.363,OK
reaching_high_sculpture_fps2,frame_013-frame_014,500,383,0.766,0.288,OK
reaching_high_sculpture_fps2,frame_014-frame_015,500,388,0.776,0.308,OK
reaching_high_sculpture_fps2,frame_015-frame_016,500,368,0.736,0.331,OK
reaching_high_sculpture_fps2,frame_016-frame_017,500,380,0.76,0.225,OK
reaching_high_sculpture_fps2,frame_017-frame_018,500,347,0.694,0.379,OK
reaching_high_sculpture_fps2,frame_018-frame_019,500,403,0.806,0.352,OK
reaching_high_sculpture_fps2,frame_019-frame_020,500,405,0.81,0.269,OK
reaching_high_sculpture_fps2,frame_020-frame_021,500,394,0.788,0.372,OK
reaching_high_sculpture_fps2,frame_021-frame_022,500,404,0.808,0.382,OK
reaching_high_sculpture_fps2,frame_022-frame_023,500,368,0.736,0.597,OK
reaching_high_sculpture_fps2,frame_023-frame_024,500,367,0.734,0.339,OK
reaching_high_sculpture_fps2,frame_024-frame_025,500,349,0.698,0.331,OK
reaching_high_sculpture_fps2,frame_025-frame_026,500,352,0.704,0.628,OK
reaching_high_sculpture_fps2,frame_026-frame_027,500,321,0.642,0.639,OK
reaching_high_sculpture_fps2,frame_027-frame_028,500,374,0.748,0.221,OK
reaching_high_sculpture_fps2,frame_028-frame_029,500,348,0.696,0.341,OK
reaching_high_sculpture_fps2,frame_029-frame_030,500,414,0.828,0.345,OK
reaching_high_sculpture_fps2,frame_030-frame_031,500,358,0.716,0.305,OK
reaching_high_sculpture_fps2,frame_031-frame_032,500,383,0.766,0.272,OK
reaching_high_sculpture_fps2,frame_032-frame_033,500,361,0.722,0.568,OK
reaching_high_sculpture_fps2,frame_033-frame_034,500,373,0.746,0.243,OK
reaching_high_sculpture_fps2,frame_034-frame_035,500,404,0.808,0.844,OK
reaching_high_sculpture_fps2,frame_035-frame_036,500,334,0.668,0.583,OK
reaching_high_sculpture_fps2,frame_036-frame_037,500,393,0.786,0.806,OK
reaching_high_sculpture_fps2,frame_037-frame_038,500,368,0.736,0.265,OK
reaching_high_sculpture_fps2,frame_038-frame_039,500,392,0.784,0.206,OK
reaching_high_sculpture_fps2,frame_039-frame_040,500,388,0.776,0.308,OK
reaching_high_sculpture_fps2,frame_040-frame_041,500,390,0.78,0.19,OK
reaching_high_sculpture_fps2,frame_041-frame_042,500,369,0.738,0.34,OK
reaching_high_sculpture_fps2,frame_042-frame_043,500,373,0.746,0.192,OK
reaching_high_sculpture_fps2,frame_043-frame_044,500,362,0.724,0.402,OK
