pair,raw_points,kept_points,mean_reproj_err_px,median_angle_deg
frame_105-frame_106,359,77,0.4223558588489412,0.56677181978756
frame_106-frame_107,301,8,2.0930229173683053,0.5101723755008641
frame_107-frame_108,228,9,0.2460243725079365,0.685310493380853
frame_108-frame_109,235,42,0.19321022248382244,0.8239601074291371
frame_109-frame_110,365,9,0.7382408266906724,0.6427092371611027
frame_110-frame_111,318,0,nan,0.28007900387055545
frame_111-frame_112,386,62,0.20306501171869382,0.8546592959143112
frame_112-frame_113,333,57,0.40486743299085276,0.7089265786001557
frame_113-frame_114,349,44,0.18490915441471018,0.6978038617851193
frame_114-frame_115,333,35,0.188792582686242,0.5663243619247659
frame_115-frame_116,375,15,0.20166012042188808,0.3849428587127777
frame_116-frame_117,379,51,0.6546004225790059,0.4137904104729295
frame_117-frame_118,374,50,0.7288062763190803,0.5735700802384233
frame_118-frame_119,405,87,0.2846516601698923,0.8355256622706508
frame_119-frame_120,328,71,0.24027840819042323,0.5800004767922282
frame_120-frame_121,375,75,0.2278176652293602,0.8015585946142598
frame_121-frame_122,324,77,0.7510002795331414,0.49355407536847495
frame_122-frame_123,306,57,0.252876608723002,0.42995835986841546
frame_123-frame_124,367,79,0.4134553452008731,0.5252705315872053
frame_124-frame_125,307,78,0.3782046329060125,0.6118220651802303
frame_125-frame_126,348,69,0.34541849643205136,0.4610627882046918
frame_126-frame_127,380,85,0.26956406776662234,0.592406181080475
frame_127-frame_128,325,74,0.271814912974961,0.47579872758724423
frame_128-frame_129,371,114,0.36168357605528134,0.7701600637644672
frame_129-frame_130,334,93,0.35147107711572967,0.3997659573983624
frame_130-frame_131,325,66,0.40726907528602874,0.11325463368181844
frame_131-frame_132,311,155,0.2605816409739742,1.9920142294931162
frame_132-frame_133,344,166,0.2480385080578879,1.7932061918289584
frame_133-frame_134,351,178,0.27297542922545726,2.235347115925384
frame_134-frame_135,348,194,0.3366963022135455,2.550528965916034
frame_135-frame_136,352,210,0.2657179411510625,2.642054732593347
frame_136-frame_137,330,219,0.3705986970105063,2.9669453252073694
frame_137-frame_138,325,209,0.44124792621120645,2.549999324679123
frame_138-frame_139,389,152,0.203774560457884,1.7445451472017885
frame_139-frame_140,351,130,0.28873760336478793,1.7388292806475338
frame_140-frame_141,330,160,0.2845757087302022,1.98422246491024
frame_141-frame_142,348,140,0.2389515821750472,1.7740586985374383
frame_142-frame_143,347,172,0.32721254679430556,1.98456648460838
frame_143-frame_144,324,171,0.28051495188524495,2.0458810257434616
frame_144-frame_145,375,153,0.22484580107103574,1.936168319260851
frame_145-frame_146,387,312,0.27983948158305716,2.675352871138603
frame_146-frame_147,413,13,0.3300752362252756,1.6742560466850407
frame_147-frame_148,375,18,0.30844321230766336,1.6315898530539692
frame_148-frame_149,363,32,0.22507910454810015,1.5603834387030169
frame_149-frame_150,386,147,0.28913252582286164,1.8983891813051494
frame_150-frame_151,367,175,0.2628049886394626,1.9946387454052625
frame_151-frame_152,351,194,0.16610937970160958,2.0201583413294766
frame_152-frame_153,363,157,0.2524190795025504,1.9473306313806538
frame_153-frame_154,354,18,1.6287195772859984,1.21412795320852
frame_154-frame_155,380,256,0.18863951021504355,2.41004125168652
frame_155-frame_156,367,83,0.38332919719885716,1.7610324045209185
frame_156-frame_157,381,1,0.8933205952039938,1.4391570670638714
frame_157-frame_158,403,130,0.23924605610866445,1.7606956380807166
frame_158-frame_159,406,10,0.2659095697349151,1.5360329135924693
frame_159-frame_160,395,16,0.22560802140807196,1.4833325252575815
frame_160-frame_161,415,201,0.2259649653109581,1.992793301558516
frame_161-frame_162,387,149,0.18673572176246242,1.833566914558462
frame_162-frame_163,420,205,0.19067162607509483,1.9653061626453772
frame_163-frame_164,356,121,0.3329543651394166,1.7618996265651177
frame_164-frame_165,396,203,0.39356472052572733,2.019637028039715
frame_165-frame_166,407,328,0.3204322589791046,2.432133603089248
frame_166-frame_167,348,253,0.2543852305226039,2.2199580935767065
frame_167-frame_168,396,335,0.1986283284510614,2.584955583204275
frame_168-frame_169,367,244,0.18055258599923263,2.3852355556524216
frame_169-frame_170,378,320,0.2616831614467545,2.5391552045807453
frame_170-frame_171,392,310,0.20763095452204114,2.499904945272042
frame_171-frame_172,399,365,0.34089540386849754,2.743513330708855
frame_172-frame_173,348,300,0.2701710153310596,2.7432985788003115
frame_173-frame_174,364,318,0.30925733766222196,2.976496975502604
frame_174-frame_175,372,302,0.29312982481502736,2.9315408197376955
frame_175-frame_176,383,339,0.33887994323494053,2.7828154898624904
frame_176-frame_177,399,337,0.18818995650848885,2.792618043280068
frame_177-frame_178,346,320,0.29898700437240644,2.9842359315592333
frame_178-frame_179,387,312,0.2468889389326514,3.006195188793589
frame_179-frame_180,354,297,0.18986302623659576,2.6084860128889185
frame_180-frame_181,371,330,0.25112791801465534,2.7208446225042633
frame_181-frame_182,366,344,0.2819048573079061,3.220386157353391
frame_182-frame_183,392,323,0.1728054364127714,2.4149365788883683
frame_183-frame_184,344,298,0.2337669285380003,2.6480302885179983
frame_184-frame_185,378,285,0.18692406287554306,2.2397291158502237
frame_185-frame_186,423,368,0.27043306921117255,2.5680314935836694
frame_186-frame_187,376,325,0.3223442301036949,2.9734890786697163
frame_187-frame_188,417,335,0.3260123295694004,2.5080163459012907
frame_188-frame_189,437,310,0.29873210480178,2.3012187551842826
frame_189-frame_190,376,163,0.1582382511033543,1.9487842370406252
frame_190-frame_191,421,0,nan,1.2614417447856405
frame_191-frame_192,400,0,nan,1.5911794948378986
frame_192-frame_193,404,0,nan,1.3280050844862614
