scene,pair,num_matches,inlier_count,inlier_ratio,reproj_rmse,status
bin_fps2,frame_102-frame_103,500,367,0.734,1.446,OK
bin_fps2,frame_103-frame_104,500,384,0.768,2.914,OK
bin_fps2,frame_104-frame_105,500,383,0.766,1.024,OK
bin_fps2,frame_105-frame_106,500,403,0.806,0.855,OK
bin_fps2,frame_106-frame_107,500,354,0.708,2.041,OK
bin_fps2,frame_107-frame_108,500,385,0.77,0.877,OK
bin_fps2,frame_108-frame_109,500,357,0.714,1.216,OK
bin_fps2,frame_109-frame_110,500,376,0.752,0.748,OK
bin_fps2,frame_110-frame_111,500,371,0.742,1.091,OK
bin_fps2,frame_111-frame_112,500,438,0.876,0.812,OK
bin_fps2,frame_112-frame_113,500,354,0.708,1.161,OK
bin_fps2,frame_113-frame_114,500,342,0.684,0.753,OK
bin_fps2,frame_114-frame_115,500,379,0.758,0.726,OK
bin_fps2,frame_115-frame_116,500,379,0.758,2.979,OK
bin_fps2,frame_116-frame_117,500,356,0.712,2.24,OK
bin_fps2,frame_117-frame_118,500,374,0.748,0.328,OK
bin_fps2,frame_118-frame_119,500,348,0.696,1.335,OK
bin_fps2,frame_119-frame_120,500,387,0.774,0.528,OK
bin_fps2,frame_120-frame_121,500,366,0.732,0.715,OK
bin_fps2,frame_121-frame_122,500,375,0.75,0.655,OK
bin_fps2,frame_122-frame_124,500,389,0.778,1.31,OK
bin_fps2,frame_124-frame_125,500,434,0.868,0.451,OK
bin_fps2,frame_125-frame_126,500,433,0.866,0.42,OK
bin_fps2,frame_126-frame_127,500,420,0.84,0.312,OK
bin_fps2,frame_127-frame_128,500,448,0.896,0.345,OK
bin_fps2,frame_128-frame_129,500,396,0.792,0.482,OK
bin_fps2,frame_129-frame_130,500,436,0.872,0.36,OK
bin_fps2,frame_130-frame_131,500,395,0.79,0.405,OK
bin_fps2,frame_131-frame_132,500,447,0.894,0.354,OK
bin_fps2,frame_132-frame_133,500,423,0.846,0.363,OK
bin_fps2,frame_133-frame_134,500,445,0.89,0.349,OK
bin_fps2,frame_134-frame_135,500,410,0.82,0.305,OK
bin_fps2,frame_135-frame_136,500,451,0.902,0.343,OK
